id,"X","city","area","rooms","bathroom","parking.spaces","floor","animal","furniture","hoa","rent.amount","property.tax","fire.insurance","total"
"268",267,1,130,3,2,1,"1","acept","not furnished","R$1,200","R$4,500","R$100","R$58","R$5,858"
"269",268,1,64,1,2,2,"15","acept","not furnished","R$691","R$2,100","R$92","R$27","R$2,910"
"270",269,1,50,1,1,1,"9","not acept","not furnished","R$1,170","R$2,730","R$9","R$35","R$3,944"
"271",270,1,200,3,2,4,"-","acept","not furnished","R$0","R$3,500","R$0","R$53","R$3,553"
"272",271,1,70,1,1,2,"9","acept","furnished","R$2,150","R$7,000","R$542","R$89","R$9,781"
"273",272,0,41,1,1,1,"11","acept","not furnished","R$390","R$1,950","R$65","R$14","R$2,419"
"274",273,1,89,2,2,0,"2","acept","not furnished","R$1,000","R$1,900","R$0","R$25","R$2,925"
"275",274,1,250,4,2,8,"-","acept","not furnished","R$0","R$13,040","R$500","R$197","R$13,740"
"276",275,1,105,2,1,0,"-","acept","not furnished","R$0","R$1,800","R$125","R$28","R$1,953"
"277",276,1,150,2,2,1,"-","acept","not furnished","R$1","R$2,100","R$0","R$32","R$2,133"
"278",277,1,50,2,1,1,"14","not acept","not furnished","R$450","R$1,950","R$0","R$25","R$2,425"
"279",278,1,180,3,2,1,"-","acept","not furnished","Sem info","R$5,400","R$459","R$82","R$5,941"
"280",279,1,50,1,1,0,"-","not acept","not furnished","R$0","R$1,000","R$0","R$16","R$1,016"
"281",280,0,70,1,1,2,"-","acept","not furnished","R$0","R$1,450","R$5","R$22","R$1,477"
"282",281,1,177,2,2,2,"-","acept","not furnished","R$0","R$6,000","R$342","R$91","R$6,433"
"283",282,1,177,4,5,4,"12","acept","not furnished","R$1,500","R$9,200","R$959","R$117","R$11,780"
"284",283,1,18,1,1,0,"-","acept","not furnished","R$0","R$1,710","R$0","R$22","R$1,732"
"285",284,1,200,3,4,2,"-","acept","not furnished","R$0","R$2,900","R$1,100","R$44","R$4,044"
"286",285,1,45,1,1,1,"1","not acept","furnished","R$3,000","R$5,520","R$0","R$70","R$8,590"
"287",286,0,70,2,1,1,"3","acept","not furnished","R$220","R$750","R$43","R$10","R$1,023"
"288",287,1,66,3,2,1,"9","acept","not furnished","R$708","R$2,179","R$13","R$28","R$2,928"
"289",288,1,48,2,1,0,"2","acept","not furnished","R$90","R$1,150","R$90","R$15","R$1,345"
"290",289,1,515,5,4,3,"5","acept","not furnished","R$5,600","R$15,000","R$250","R$191","R$21,040"
"291",290,1,55,2,2,1,"7","acept","not furnished","R$650","R$2,000","R$0","R$26","R$2,676"
"292",291,1,350,4,5,2,"-","acept","not furnished","R$0","R$5,000","R$325","R$76","R$5,401"
"293",292,1,260,3,3,3,"8","acept","furnished","R$2,210","R$5,000","R$842","R$64","R$8,116"
"294",293,1,78,2,1,1,"7","acept","not furnished","R$645","R$2,000","R$35","R$26","R$2,706"
"295",294,1,35,1,1,0,"6","acept","furnished","R$420","R$1,780","R$0","R$23","R$2,223"
"296",295,1,106,2,1,2,"-","not acept","not furnished","R$0","R$2,100","R$110","R$32","R$2,242"
"297",296,1,500,3,3,5,"-","acept","furnished","R$0","R$15,000","R$1,125","R$226","R$16,350"
"298",297,1,38,1,1,0,"-","not acept","not furnished","Sem info","R$1,650","R$0","R$25","R$1,675"
"299",298,1,153,2,2,1,"15","acept","furnished","R$1,500","R$11,900","R$350","R$151","R$13,900"
"300",299,1,64,2,2,2,"5","acept","not furnished","R$830","R$1,600","R$205","R$21","R$2,656"
"301",300,1,260,3,4,4,"-","acept","not furnished","R$0","R$4,500","R$0","R$68","R$4,568"
"302",301,0,50,1,1,1,"11","acept","not furnished","R$1,500","R$500","R$105","R$7","R$2,112"
"303",302,1,170,3,2,1,"14","acept","furnished","R$1,700","R$4,500","R$85","R$58","R$6,343"
"304",303,1,120,2,2,2,"15","acept","furnished","R$1,043","R$4,880","R$264","R$62","R$6,249"
"305",304,1,700,4,5,2,"10","acept","furnished","R$3,000","R$8,000","R$402","R$102","R$11,500"
"306",305,1,270,5,7,2,"-","acept","not furnished","R$0","R$3,978","R$89","R$60","R$4,127"
"307",306,1,40,1,1,0,"6","acept","not furnished","R$890","R$3,463","R$0","R$32","R$4,385"
"308",307,1,640,4,4,4,"12","acept","furnished","R$5,400","R$10,200","R$1,584","R$130","R$17,310"
"309",308,1,40,1,1,0,"-","acept","not furnished","R$0","R$980","R$59","R$15","R$1,054"
"310",309,1,40,2,1,0,"3","acept","not furnished","R$348","R$1,100","R$0","R$14","R$1,462"
"311",310,1,42,1,1,1,"-","acept","furnished","R$450","R$2,000","R$88","R$26","R$2,564"
"312",311,1,62,1,1,0,"3","acept","not furnished","R$550","R$2,100","R$0","R$27","R$2,677"
"313",312,1,106,2,3,2,"18","not acept","furnished","R$950","R$5,000","R$250","R$64","R$6,264"
"314",313,1,103,3,2,1,"7","acept","not furnished","R$944","R$4,400","R$126","R$56","R$5,526"
"315",314,1,360,3,5,3,"13","acept","not furnished","R$4,300","R$8,500","R$1,500","R$108","R$14,410"
"316",315,1,113,1,1,2,"9","acept","furnished","R$650","R$6,400","R$0","R$82","R$7,132"
"317",316,1,164,4,4,3,"1","acept","not furnished","R$1,840","R$6,000","R$550","R$77","R$8,467"
"318",317,1,110,3,2,3,"-","acept","not furnished","R$0","R$2,800","R$15","R$43","R$2,858"
"319",318,1,110,2,2,1,"8","acept","furnished","R$1,285","R$4,348","R$196","R$56","R$5,885"
"320",319,1,136,4,3,1,"3","acept","not furnished","R$1,800","R$4,200","R$312","R$54","R$6,366"
"321",320,0,65,1,1,1,"9","acept","not furnished","R$380","R$1,200","R$83","R$16","R$1,679"
"322",321,1,62,2,1,1,"8","not acept","not furnished","R$735","R$1,345","R$35","R$18","R$2,133"
"323",322,0,163,3,5,3,"20","acept","not furnished","R$1,450","R$9,800","R$350","R$125","R$11,730"
"324",323,1,47,2,1,1,"12","acept","not furnished","R$597","R$1,570","R$0","R$20","R$2,187"
"325",324,1,50,1,1,1,"1","acept","not furnished","R$795","R$3,500","R$213","R$45","R$4,553"
"326",325,1,79,3,2,2,"6","acept","furnished","R$900","R$3,000","R$209","R$39","R$4,148"
"327",326,1,250,3,3,2,"7","not acept","furnished","R$1,400","R$5,380","R$234","R$69","R$7,083"
"328",327,1,50,2,1,1,"6","acept","not furnished","R$380","R$1,210","R$0","R$16","R$1,606"
"329",328,1,150,3,3,2,"-","acept","not furnished","R$0","R$5,000","R$235","R$76","R$5,311"
"330",329,0,76,2,1,0,"2","acept","not furnished","R$300","R$700","R$100","R$9","R$1,109"
"331",330,1,72,2,2,1,"7","acept","not furnished","R$520","R$1,800","R$159","R$23","R$2,502"
"332",331,1,35,1,1,1,"17","acept","furnished","R$1,280","R$4,000","R$200","R$51","R$5,531"
"333",332,1,250,3,4,4,"16","acept","not furnished","R$3,421","R$10,700","R$1,224","R$136","R$15,480"
"334",333,0,85,3,1,1,"9","not acept","not furnished","R$598","R$1,110","R$63","R$15","R$1,786"
"335",334,0,60,1,1,1,"14","acept","not furnished","R$583","R$1,100","R$49","R$14","R$1,746"
"336",335,0,47,2,1,1,"-","acept","not furnished","R$255","R$1,290","R$33","R$17","R$1,595"
"337",336,1,104,3,3,2,"3","not acept","furnished","R$915","R$9,000","R$254","R$115","R$10,280"
"338",337,0,203,3,1,2,"-","acept","not furnished","R$0","R$3,300","R$117","R$50","R$3,467"
"339",338,1,136,3,2,1,"85","acept","not furnished","R$1,513","R$3,500","R$260","R$45","R$5,318"
"340",339,1,53,1,1,1,"3","acept","not furnished","R$694","R$4,500","R$200","R$58","R$5,452"
"341",340,1,400,4,3,2,"-","acept","not furnished","R$0","R$15,000","R$1,870","R$226","R$17,100"
"342",341,1,40,1,1,1,"14","acept","furnished","R$480","R$4,200","R$75","R$54","R$4,809"
"343",342,1,38,1,1,0,"6","acept","not furnished","R$0","R$1,680","R$0","R$22","R$1,702"
"344",343,1,340,4,6,4,"8","acept","furnished","R$3,100","R$2,800","R$1,667","R$36","R$7,603"
"345",344,0,134,3,3,2,"7","not acept","not furnished","R$1,000","R$2,500","R$177","R$32","R$3,709"
"346",345,1,97,2,2,0,"9","acept","furnished","R$453","R$3,000","R$0","R$39","R$3,492"
"347",346,1,90,1,1,0,"-","not acept","not furnished","Sem info","R$1,150","R$59","R$18","R$1,227"
"348",347,1,260,4,5,2,"1","acept","furnished","R$2,600","R$8,000","R$417","R$102","R$11,120"
"349",348,1,66,2,1,0,"7","acept","not furnished","R$356","R$1,650","R$0","R$21","R$2,027"
"350",349,1,92,2,1,1,"12","not acept","not furnished","R$2,750","R$2,930","R$448","R$38","R$6,166"
"351",350,1,92,3,3,1,"3","acept","furnished","R$750","R$4,250","R$21","R$54","R$5,075"
"352",351,1,155,3,4,2,"14","acept","not furnished","R$1,400","R$13,100","R$409","R$166","R$15,080"
"353",352,1,30,1,1,0,"1","not acept","not furnished","Sem info","R$900","R$0","R$12","R$912"
"354",353,1,27,1,1,0,"5","not acept","not furnished","R$1,405","R$3,500","R$1","R$45","R$4,951"
"355",354,1,175,4,3,2,"-","acept","not furnished","R$0","R$3,200","R$380","R$49","R$3,629"
"356",355,1,326,3,4,4,"12","acept","not furnished","R$2,808","R$6,500","R$1,605","R$83","R$11,000"
"357",356,1,236,4,5,4,"7","acept","not furnished","R$3,500","R$10,000","R$1,834","R$127","R$15,460"
"358",357,0,119,3,1,1,"5","acept","not furnished","R$926","R$1,200","R$100","R$16","R$2,242"
"359",358,1,23,1,1,0,"23","acept","not furnished","R$383","R$2,050","R$40","R$26","R$2,499"
"360",359,1,260,2,4,4,"19","not acept","not furnished","R$2,000","R$8,000","R$667","R$102","R$10,770"
"361",360,1,400,3,3,2,"-","not acept","not furnished","R$0","R$12,000","R$0","R$181","R$12,180"
"362",361,1,87,1,1,2,"14","acept","furnished","R$870","R$7,900","R$150","R$101","R$9,021"
"363",362,1,65,2,1,1,"-","acept","not furnished","R$0","R$1,800","R$0","R$28","R$1,828"
"364",363,1,210,3,4,4,"11","acept","furnished","R$2,000","R$15,000","R$1,000","R$191","R$18,190"
"365",364,1,250,3,4,2,"-","acept","not furnished","R$0","R$4,200","R$192","R$64","R$4,456"
"366",365,1,155,3,2,3,"4","acept","furnished","R$2,600","R$11,700","R$667","R$149","R$15,120"
"367",366,0,300,4,3,5,"-","acept","not furnished","R$0","R$4,100","R$20","R$62","R$4,182"
"368",367,0,70,3,2,2,"4","acept","not furnished","R$500","R$1,800","R$78","R$23","R$2,401"
"369",368,1,68,1,2,1,"11","acept","not furnished","R$1,200","R$4,500","R$100","R$58","R$5,858"
"370",369,0,220,3,5,3,"4","not acept","furnished","R$2,000","R$7,900","R$417","R$101","R$10,420"
"371",370,0,91,3,2,2,"12","acept","not furnished","R$700","R$2,250","R$175","R$29","R$3,154"
"372",371,0,230,4,4,8,"-","acept","not furnished","R$0","R$5,100","R$320","R$77","R$5,497"
"373",372,0,48,2,1,0,"4","acept","not furnished","R$288","R$950","R$45","R$13","R$1,296"
"374",373,1,90,2,2,2,"15","not acept","furnished","R$1,400","R$10,000","R$0","R$127","R$11,530"
"375",374,1,60,1,1,1,"15","acept","furnished","R$1,000","R$5,500","R$200","R$70","R$6,770"
"376",375,1,450,4,4,3,"14","acept","not furnished","R$5,500","R$15,000","R$0","R$191","R$20,690"
"377",376,1,16,1,1,0,"1","not acept","not furnished","R$0","R$850","R$35","R$11","R$896"
"378",377,1,100,3,2,1,"8","acept","not furnished","R$1,100","R$1,400","R$291","R$18","R$2,809"
"379",378,1,300,3,3,3,"-","acept","not furnished","R$1","R$3,400","R$417","R$52","R$3,870"
"380",379,1,151,3,4,3,"14","not acept","furnished","R$1,700","R$6,800","R$475","R$87","R$9,062"
"381",380,1,150,3,4,3,"12","acept","furnished","R$2,092","R$7,608","R$730","R$97","R$10,530"
"382",381,1,57,2,1,1,"7","acept","not furnished","R$570","R$1,500","R$67","R$20","R$2,157"
"383",382,1,30,1,1,1,"4","not acept","furnished","R$1,787","R$1,200","R$144","R$16","R$3,147"
"384",383,0,53,1,1,1,"8","acept","furnished","R$1,350","R$3,110","R$85","R$40","R$4,585"
"385",384,1,270,3,4,3,"-","acept","not furnished","Sem info","R$6,800","R$417","R$103","R$7,320"
"386",385,1,78,2,2,2,"8","acept","furnished","R$1,400","R$5,800","R$334","R$74","R$7,608"
"387",386,1,20,1,1,0,"1","not acept","furnished","R$150","R$3,142","R$67","R$40","R$3,399"
"388",387,1,140,5,2,1,"1","acept","furnished","R$0","R$3,999","R$200","R$51","R$4,250"
"389",388,1,155,3,3,2,"2","acept","furnished","R$2,300","R$12,000","R$700","R$153","R$15,150"
"390",389,1,118,3,2,4,"1","acept","not furnished","R$850","R$2,250","R$334","R$29","R$3,463"
"391",390,0,235,4,4,3,"13","acept","not furnished","R$3,450","R$5,500","R$541","R$70","R$9,561"
"392",391,1,400,4,4,4,"9","acept","not furnished","R$4,700","R$9,000","R$1,125","R$115","R$14,940"
"393",392,1,80,2,2,1,"6","not acept","not furnished","R$1,015","R$3,500","R$117","R$45","R$4,677"
"394",393,1,50,1,1,0,"2","not acept","furnished","R$710","R$3,100","R$85","R$12","R$3,907"
"395",394,0,55,2,2,1,"9","acept","not furnished","R$337","R$2,500","R$86","R$32","R$2,955"
"396",395,1,400,4,4,4,"-","acept","not furnished","R$0","R$8,500","R$1,250","R$128","R$9,878"
"397",396,1,63,3,2,0,"18","acept","not furnished","R$550","R$1,800","R$0","R$23","R$2,373"
"398",397,1,325,4,3,2,"3","acept","not furnished","R$4,500","R$8,500","R$1,111","R$108","R$14,220"
"399",398,1,200,3,3,2,"7","not acept","furnished","R$2,500","R$6,000","R$125","R$77","R$8,702"
"400",399,1,58,2,2,1,"5","acept","furnished","R$790","R$5,000","R$192","R$64","R$6,046"
"401",400,1,180,3,2,3,"-","acept","not furnished","R$0","R$4,600","R$3,600","R$70","R$8,270"
"402",401,1,159,3,2,0,"5","acept","not furnished","R$1,774","R$4,507","R$444","R$19","R$6,744"
"403",402,1,420,4,3,4,"-","acept","not furnished","R$0","R$15,000","R$1,250","R$226","R$16,480"
"404",403,1,88,3,1,2,"5","acept","not furnished","R$685","R$1,500","R$35","R$20","R$2,240"
"405",404,0,70,3,1,1,"6","acept","not furnished","R$549","R$1,135","R$0","R$5","R$1,689"
"406",405,1,246,4,5,4,"12","not acept","not furnished","R$2,200","R$10,000","R$750","R$127","R$13,080"
"407",406,1,53,2,1,1,"1","acept","not furnished","R$550","R$1,250","R$0","R$16","R$1,816"
"408",407,1,22,1,1,1,"19","not acept","not furnished","R$500","R$2,200","R$0","R$28","R$2,728"
"409",408,1,80,1,1,0,"-","acept","not furnished","R$0","R$1,700","R$60","R$26","R$1,786"
"410",409,1,30,1,1,1,"11","acept","furnished","R$500","R$2,570","Incluso","R$8","R$3,078"
"411",410,0,157,3,5,3,"1","acept","not furnished","R$2,300","R$7,000","R$442","R$89","R$9,831"
"412",411,1,450,3,3,8,"-","acept","furnished","R$0","R$5,015","R$400","R$76","R$5,491"
"413",412,1,90,3,2,0,"-","acept","not furnished","R$295","R$2,572","R$53","R$8","R$2,928"
"414",413,1,88,2,1,0,"7","not acept","not furnished","R$800","R$1,800","R$0","R$23","R$2,623"
"415",414,0,46,1,1,0,"5","acept","furnished","R$1,300","R$1,950","R$0","R$25","R$3,275"
"416",415,1,189,4,2,2,"4","acept","not furnished","R$1,970","R$8,000","R$559","R$102","R$10,630"
"417",416,1,49,2,1,1,"10","not acept","not furnished","R$395","R$1,250","R$0","R$16","R$1,661"
"418",417,1,180,3,2,2,"2","acept","not furnished","R$2,500","R$7,000","R$1,200","R$89","R$10,790"
"419",418,1,128,3,3,2,"1","acept","not furnished","R$1,090","R$7,000","R$500","R$89","R$8,679"
"420",419,1,60,2,2,0,"-","acept","not furnished","R$518","R$1,300","R$170","R$10","R$1,998"
"421",420,1,74,3,2,1,"7","acept","not furnished","R$982","R$1,710","R$48","R$22","R$2,762"
"422",421,1,80,1,1,1,"10","acept","not furnished","R$1,800","R$2,500","R$180","R$32","R$4,512"
"423",422,1,150,3,2,1,"-","acept","not furnished","R$0","R$2,500","R$0","R$38","R$2,538"
"424",423,1,70,3,2,1,"3","acept","not furnished","R$799","R$1,900","R$182","R$25","R$2,906"
"425",424,1,113,3,2,2,"2","acept","not furnished","R$1,300","R$4,800","R$250","R$61","R$6,411"
"426",425,0,50,1,1,0,"-","acept","not furnished","R$0","R$880","R$0","R$14","R$894"
"427",426,1,300,4,2,2,"1","acept","furnished","R$3,000","R$6,500","R$1,091","R$83","R$10,670"
"428",427,1,140,2,3,1,"3","acept","furnished","R$1,306","R$5,000","R$250","R$64","R$6,620"
"429",428,1,300,4,5,1,"8","acept","furnished","R$3,700","R$8,550","R$400","R$109","R$12,760"
"430",429,1,350,5,4,8,"-","not acept","not furnished","Sem info","R$9,000","R$762","R$136","R$9,898"
"431",430,1,78,2,1,1,"-","acept","not furnished","Sem info","R$1,700","R$82","R$26","R$1,808"
"432",431,0,110,2,2,0,"18","acept","furnished","R$960","R$4,200","R$218","R$54","R$5,432"
"433",432,1,423,4,5,7,"28","acept","not furnished","R$5,785","R$14,000","R$2,647","R$178","R$22,610"
"434",433,1,110,1,1,0,"20","acept","not furnished","R$923","R$3,182","R$0","R$14","R$4,119"
"435",434,1,136,2,4,2,"7","acept","not furnished","R$1,540","R$4,800","R$242","R$61","R$6,643"
"436",435,1,56,2,1,1,"3","acept","not furnished","R$1,091","R$1,700","R$72","R$22","R$2,885"
"437",436,1,20,1,1,0,"3","acept","furnished","R$402","R$2,800","R$68","R$36","R$3,306"
"438",437,1,115,3,2,2,"8","acept","not furnished","R$1,900","R$2,900","R$400","R$37","R$5,237"
"439",438,1,140,2,2,1,"3","not acept","not furnished","R$2,000","R$12,500","R$279","R$159","R$14,940"
"440",439,1,64,2,1,1,"2","acept","not furnished","R$500","R$1,400","R$11","R$18","R$1,929"
"441",440,1,60,2,1,1,"15","acept","furnished","R$990","R$2,500","R$42","R$32","R$3,564"
"442",441,1,132,3,2,1,"11","acept","not furnished","R$1,477","R$2,800","R$45","R$36","R$4,358"
"443",442,1,210,4,3,3,"11","acept","not furnished","R$1,250","R$4,000","R$750","R$51","R$6,051"
"444",443,1,300,4,4,3,"-","acept","furnished","R$0","R$5,080","R$284","R$77","R$5,441"
"445",444,1,130,3,2,2,"-","acept","not furnished","R$0","R$3,300","R$108","R$50","R$3,458"
"446",445,1,108,2,4,2,"7","acept","not furnished","R$1,289","R$4,430","R$522","R$57","R$6,298"
"447",446,1,75,2,2,1,"4","acept","not furnished","R$926","R$3,005","R$203","R$10","R$4,144"
"448",447,1,250,3,3,3,"-","acept","not furnished","R$0","R$4,500","R$150","R$68","R$4,718"
"449",448,0,55,1,1,0,"5","acept","not furnished","R$473","R$500","R$17","R$7","R$997"
"450",449,1,129,3,2,3,"5","not acept","furnished","R$1,260","R$2,950","R$450","R$38","R$4,698"
"451",450,1,158,4,4,3,"5","acept","not furnished","R$2,100","R$6,600","R$375","R$84","R$9,159"
"452",451,1,100,3,3,2,"1","acept","not furnished","R$1,200","R$3,248","R$384","R$42","R$4,874"
"453",452,1,130,3,2,3,"-","acept","furnished","R$0","R$7,450","R$167","R$112","R$7,729"
"454",453,1,25,1,1,0,"-","acept","not furnished","R$20","R$1,200","R$25","R$19","R$1,264"
"455",454,1,240,3,2,3,"-","acept","not furnished","R$0","R$9,265","R$525","R$140","R$9,930"
"456",455,1,196,3,4,2,"1","not acept","not furnished","R$2,200","R$3,300","R$559","R$42","R$6,101"
"457",456,1,39,1,1,1,"5","acept","not furnished","R$460","R$3,300","R$157","R$42","R$3,959"
"458",457,0,46,2,1,1,"3","acept","not furnished","R$250","R$970","R$42","R$13","R$1,275"
"459",458,1,120,3,2,0,"1","acept","not furnished","R$0","R$2,500","R$84","R$38","R$2,622"
"460",459,1,270,2,2,3,"17","acept","not furnished","R$2,200","R$8,650","R$0","R$110","R$10,960"
"461",460,1,700,4,10,0,"-","acept","not furnished","R$0","R$15,000","R$8,750","R$226","R$23,980"
"462",461,0,462,4,7,4,"-","acept","not furnished","Incluso","R$5,000","R$590","R$76","R$5,666"
"463",462,1,35,1,1,1,"9","acept","furnished","R$475","R$3,150","R$0","R$23","R$3,648"
"464",463,1,90,3,3,2,"12","not acept","not furnished","R$897","R$3,500","R$0","R$45","R$4,442"
"465",464,1,98,3,2,2,"1","acept","not furnished","R$1,400","R$1,760","R$383","R$23","R$3,566"
"466",465,1,159,2,2,1,"8","acept","furnished","R$1,236","R$4,200","R$251","R$54","R$5,741"
"467",466,1,115,3,5,2,"10","acept","not furnished","R$1,830","R$7,000","R$495","R$89","R$9,414"
"468",467,1,400,3,3,1,"3","acept","not furnished","R$3,000","R$11,000","R$142","R$140","R$14,280"
"469",468,0,60,2,1,1,"9","not acept","not furnished","R$498","R$1,317","R$25","R$17","R$1,857"
"470",469,1,220,3,4,3,"11","acept","furnished","R$3,300","R$8,000","R$1,000","R$102","R$12,400"
"471",470,1,67,2,1,1,"4","acept","not furnished","R$1,500","R$2,099","R$250","R$27","R$3,876"
"472",471,1,165,3,4,3,"7","acept","not furnished","R$1,700","R$4,500","R$573","R$58","R$6,831"
"473",472,1,100,2,4,0,"1","acept","not furnished","R$0","R$3,000","R$0","R$39","R$3,039"
"474",473,1,55,1,2,1,"2","acept","not furnished","R$1,317","R$2,576","R$230","R$10","R$4,133"
"475",474,0,35,1,1,1,"2","acept","not furnished","R$254","R$600","R$92","R$8","R$954"
"476",475,1,51,1,1,1,"10","acept","furnished","R$630","R$3,700","R$0","R$47","R$4,377"
"477",476,1,73,2,2,1,"13","acept","not furnished","R$700","R$1,250","R$150","R$16","R$2,116"
"478",477,1,320,5,5,4,"4","acept","not furnished","R$5,800","R$5,500","R$1,500","R$70","R$12,870"
"479",478,1,35,1,1,1,"7","acept","not furnished","R$380","R$2,300","R$100","R$30","R$2,810"
"480",479,1,46,1,1,0,"3","acept","not furnished","R$100","R$1,600","R$0","R$21","R$1,721"
